Animal_ID,Deployment_ID,Tags_SatTag_Manufacturer,Tags_SatTag_Model,Tags_SatTag_ID,Tags_PTT,Data_Track_QCFlag,Tags_SatTag_Comments,Tags_TDR1_Manufacturer,Tags_TDR1_Model,Tags_TDR1_ID,Tags_TDR1_Loc,Data_TDR1_QCFlag,Tags_TDR1_Comments,Tags_TDR2_Manufacturer,Tags_TDR2_Model,Tags_TDR2_ID,Tags_TDR2_Loc,Data_TDR2_QCFlag,Tags_TDR2_Comments,Tags_TDR3_Manufacturer,Tags_TDR3_Model,Tags_TDR3_ID,Tags_TDR3_Loc,Data_TDR3_QCFlag,Tags_TDR3_Comments,Data_TDR1_DepthResolution_m,Data_TDR1_SamplingFrequency_Hz,Data_TDR2_DepthResolution_m,Data_TDR2_SamplingFrequency_Hz,Data_TDR3_DepthResolution_m,Data_TDR3_SamplingFrequency_Hz,Deployment_Departure_Datetime,Deployment_Arrival_Datetime,Deployment_Departure_Lat,Deployment_Departure_Lon,Deployment_Arrival_Lat,Deployment_Arrival_Lon,Deployment_Departure_Loc,Deployment_Arrival_Loc,Deployment_Trip,Animal_BirthYear,Animal_AgeClass,Animal_Sex,Deployment_Manipulation,Deployment_ManipulationType,Animal_HadPup,Deployment_Year
WX541,2010022,Wildlife Computers,Mk10,09A0805,98228,1,NA,Wildlife Computers,Mk10,09A0805,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/11/2010 20:16,5/1/2010 22:13,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,NA,N/A,2010
1901,2010023,Wildlife Computers,Mk10,09A0795,98226,1,NA,Wildlife Computers,Mk10,09A0795,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/10/2010 7:39,4/26/2010 18:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,NA,N/A,2010
O284,2010025,Wildlife Computers,SPOT,05S0072,59114,1,messy locations,Wildlife Computers,Mk9,490353,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/12/2010 5:15,4/30/2010 20:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,NA,N/A,2010
1472,2010026,Wildlife Computers,SPOT,08S1031,93035,2,NA,Wildlife Computers,Mk9,490874,Back,5,lost at sea,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/12/2010 0:00,4/27/2010 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2010
1735,2010027,Wildlife Computers,SPOT,08S1032,93036,1,NA,Wildlife Computers,Mk9,890434,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/14/2010 7:45,4/26/2010 18:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2010
M784,2010028,Wildlife Computers,SPOT,08S1036,93050,3,NA,Wildlife Computers,Mk9,490851,Back,3,TDR failed at 10 days,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/10/2010 9:59,4/23/2010 0:00,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2002,Adult,F,N,NA,N/A,2010
WX444,2010029,Wildlife Computers,SPOT,09S1056,34253,1,NA,Wildlife Computers,Mk9,490124,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/19/2010 2:41,4/24/2010 11:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,NA,N/A,2010
R541,2010030,Wildlife Computers,Mk10,09A0801,98221,1,NA,Wildlife Computers,Mk10,09A0801,Head,1,NA,NA,Accel,09A0575,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/23/2010 19:30,5/6/2010 23:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,NA,N/A,2010
M750,2010031,Wildlife Computers,SPOT,09S1054,34230,3,few-ish points,Wildlife Computers,Mk9,790474,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/19/2010 9:20,5/13/2010 17:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,NA,N/A,2010
2370,2010032,Wildlife Computers,SPOT,09S1055,34252,1,NA,Wildlife Computers,Mk9,490858,Back,1,NA,NA,Accel,09A0579,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/25/2010 22:50,5/13/2010 9:25,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2010
N796,2010033,Wildlife Computers,Mk10,07A0485,34090,1,NA,Wildlife Computers,Mk10,07A0485,Head,1,NA,NA,Accel,09A0696,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/21/2010 3:40,4/27/2010 10:25,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,NA,N/A,2010
W1095,2010034,Wildlife Computers,SPOT,09S1128,98231,1,NA,Wildlife Computers,Mk9,490964,Back,1,NA,NA,Accel,09A0702,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/27/2010 4:30,5/17/2010 18:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,NA,N/A,2010
R148,2010035,Wildlife Computers,SPOT,05S1059,62036,4,few-ish points,Wildlife Computers,Mk9,490132,Back,1,NA,Little Leonardo,Kami,K4,Jaw,5,NA,NA,AccelBack,2A525,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/23/2010 8:01,5/1/2010 20:55,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,NA,N/A,2010
1733,2010036,Wildlife Computers,Mk10,06A1329,24176,1,NA,Wildlife Computers,Mk10,06A1329,Head,1,NA,NA,Accel,09A0699,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/28/2010 11:05,5/17/2010 16:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2010
M780,2010037,Wildlife Computers,Mk10,07A0354,34082,1,NA,Wildlife Computers,Mk9,490877,Back,1,NA,NA,Accel,09A0701,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,3/1/2010 5:35,5/7/2010 7:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2010
1885,2010038,Wildlife Computers,SPOT,08S1027,93034,2,NA,Wildlife Computers,Mk9,990461,Back,1,NA,NA,Accel,09A0697,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,3/4/2010 13:10,5/27/2010 2:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2010
X851,2010039,Wildlife Computers,Mk10,09A0808,98229,1,NA,Wildlife Computers,Mk10,09A0808,Head,1,NA,NA,Accel,09A0708,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,3/4/2010 5:40,5/14/2010 11:25,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2010
1234,2010040,Wildlife Computers,Mk10,08A0901,35663,1,NA,Wildlife Computers,Mk10,08A0901,Head,1,NA,NA,Accel,09A0706,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,3/19/2010 3:46,5/23/2010 14:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2010
1968,2010062,Wildlife Computers,SPOT,08S1032,93036,2,NA,Wildlife Computers,Mk9,490158,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/15/2010 3:10,12/29/2010 20:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2010
WX311,2010063,Wildlife Computers,SPOT,09S1056,34253,4,few points/loopy,Wildlife Computers,Mk9,490359,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/25/2010 15:55,3/17/2011 23:44,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,NA,N,2010
T740,2010064,Wildlife Computers,SPOT,04S0209,44634,2,NA,Wildlife Computers,Mk9,490132,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/1/2010 14:32,1/13/2011 19:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2010
O968,2010065,Wildlife Computers,SPOT,09S1055,34252,4,few-ish points,Wildlife Computers,Mk9,490157,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/26/2010 4:20,1/14/2011 5:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,NA,N/A,2010
2161,2010066,Wildlife Computers,SPOT,04S0658,56483,4,"sparse data, large loops",Wildlife Computers,Mk9,490877,Back,5,TDR full before return,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,5/28/2010 14:22,3/29/2011 2:49,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,NA,Y,2010
O80,2010067,Wildlife Computers,SPOT,08S1036,93050,4,a data gap,Wildlife Computers,Mk9,490879,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/2/2010 11:15,1/9/2011 12:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,NA,Y,2010
1595,2010068,Wildlife Computers,Mk10,07A0339,34071,3,NA,Wildlife Computers,Mk10,07A0339,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,6/5/2010 17:25,1/8/2011 8:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,NA,Y,2010
T269,2010069,Wildlife Computers,SPOT,08S1031,93035,1,NA,Wildlife Computers,Mk9,990434,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,5/14/2010 21:00,12/25/2010 6:25,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PM,2005,Adult,F,N,NA,Y,2010
T379,2010070,Wildlife Computers,SPOT,09S1127,98230,2,NA,Wildlife Computers,Mk9,990460,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,5/27/2010 2:45,1/6/2011 21:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2010
R55,2010071,Wildlife Computers,SPOT,08S1037,93049,1,messy points,Wildlife Computers,Mk9,990463,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,5/28/2010 3:45,1/13/2011 20:55,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,NA,Y,2010
T151,2010072,Wildlife Computers,SPOT,05S0067,59109,1,NA,Wildlife Computers,Mk9,490353,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/10/2010 1:57,6/29/2010 14:37,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,NaN,Adult,F,N,NA,N/A,2010
O651,2010073,Wildlife Computers,SPOT,05S0072,59114,2,messy points,Wildlife Computers,Mk9,490854,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/8/2010 17:15,1/1/2011 18:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1997,Adult,F,N,NA,Y,2010
T553,2010074,Wildlife Computers,SPOT,05S0065,59107,3,NA,Wildlife Computers,Mk9,490858,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/1/2010 4:50,10/30/2010 17:00,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,2005,Adult,F,N,NA,N,2010
R999,2010075,Wildlife Computers,Mk10,09A0140,95053,1,NA,Wildlife Computers,Mk10,09A0140,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,6/8/2010 22:35,1/16/2011 21:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,NA,Y,2010
R440,2010077,Wildlife Computers,SPOT,09S1128,98231,1,messy points,Wildlife Computers,Mk9,890433,Back,3,TDR failed mid-trip,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,6/23/2010 5:30,1/16/2011 20:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,NA,Y,2010
T761,2010078,Wildlife Computers,SPOT,05S0071,59113,1,messy points,Wildlife Computers,Mk9,490124,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/18/2010 4:20,1/25/2011 4:35,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2010
3249,2010079,Wildlife Computers,SPOT,04S0648,56473,3,NA,Wildlife Computers,Mk9,990465,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,6/4/2010 16:20,1/11/2011 22:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2010
R299,2010080,Wildlife Computers,Mk10,07A0340,34072,4,VERY few points,Wildlife Computers,Mk10,07A0340,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/3/2010 17:28,8/18/2010 14:31,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2002,Adult,F,N,NA,N/A,2010
2608,2010081,Wildlife Computers,SPOT,05S0070,59112,2,NA,Wildlife Computers,Mk9,790475,Back,3,TDR failed mid-trip,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,6/15/2010 4:45,1/19/2011 20:17,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2004,Adult,F,N,NA,Y,2010
T248,2010082,Wildlife Computers,Mk10,06A0174,28596,3,NA,Wildlife Computers,Mk10,06A0174,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/10/2010 6:04,11/27/2010 21:26,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2005,Adult,F,N,NA,N/A,2010
T553,2010086,Wildlife Computers,SPOT,05S0065,59107,2,NA,Wildlife Computers,Mk9,890434,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,11/23/2010 12:05,3/31/2011 18:10,35.667047,-121.278566,37.116396,-122.330756,PIBL,ANNU,PM,NaN,Adult,F,N,NA,N/A,2010
3887,2011001,Wildlife Computers,SPOT,10S0783,101166,1,NA,Wildlife Computers,Mk9,1090170,Back,5,TDR lost at sea,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/3/2011 20:00,6/12/2011 3:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,NA,N/A,2011
T28,2011002,Wildlife Computers,SPOT,10S0780,101163,1,NA,Wildlife Computers,Mk9,1090225,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/14/2011 4:00,4/17/2011 6:55,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,NA,N/A,2011
1809,2011003,Wildlife Computers,SPOT,10S0788,101170,1,NA,Wildlife Computers,Mk9,1090224,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/15/2011 5:50,5/13/2011 15:20,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2011
T920,2011004,Wildlife Computers,SPOT,10S0782,101165,1,NA,Wildlife Computers,Mk9,1090166,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/10/2011 6:50,5/14/2011 11:26,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,NA,N/A,2011
3224,2011005,Wildlife Computers,SPOT,10S0784,101167,1,NA,Wildlife Computers,Mk9,1090222,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/14/2011 7:15,4/30/2011 21:05,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,NA,N/A,2011
NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NaT,NaT,NaN,NaN,NaN,NaN,NA,NA,PB,NaN,NA,F,N,NA,N/A,NaN
1712,2011007,Wildlife Computers,SPOT,10S0785,101168,1,NA,Wildlife Computers,Mk9,1090167,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/11/2011 6:40,5/5/2011 7:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2011
T19,2011008,Wildlife Computers,Mk10,07A0349,34076,1,NA,Wildlife Computers,Mk9,990434,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/16/2011 3:30,5/5/2011 0:25,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,NA,N/A,2011
2980,2011009,Wildlife Computers,SPOT,10S0786,101169,1,NA,Wildlife Computers,Mk9,490158,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/17/2011 10:15,5/2/2011 20:40,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2011
T923,2011010,Wildlife Computers,Mk10,07A0354,34082,1,NA,Wildlife Computers,Mk9,1090231,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/17/2011 15:37,5/5/2011 2:55,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,NA,N/A,2011
O968,2011011,Wildlife Computers,SPOT,09S1055,34252,4,few points,Wildlife Computers,Mk9,490157,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/12/2011 22:49,4/20/2011 0:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,NA,N/A,2011
1244,2011012,Wildlife Computers,SPOT,10S0781,101164,1,NA,Wildlife Computers,Mk9,1090230,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/12/2011 10:50,3/25/2011 6:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2011
2028,2011013,Wildlife Computers,Mk10,09A0795,98226,1,NA,Wildlife Computers,Mk10,09A0795,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/18/2011 6:43,4/18/2011 20:46,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2011
T220,2011014,Wildlife Computers,Mk10,07A0358,34084,1,NA,Wildlife Computers,Mk9,990465,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/18/2011 22:05,5/13/2011 12:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,NA,N/A,2011
3588,2011015,Wildlife Computers,Mk10,07A0352,34079,1,NA,Wildlife Computers,Mk9,890428,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/21/2011 18:45,5/7/2011 9:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,NA,N/A,2011
T911,2011016,Wildlife Computers,SPOT,05S1059,62036,2,messy points,Wildlife Computers,Mk9,990460,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,Little Leonardo,Stroke,NA,NA,1,NA,0.5,4,1.1,5,1.1,5,2/21/2011 12:00,5/4/2011 22:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,NA,N/A,2011
M778,2011017,Wildlife Computers,Mk10,07A0353,34081,1,NA,Wildlife Computers,Mk9,790474,Back,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,Little Leonardo,Stroke,NA,NA,5,NA,0.5,4,1.1,5,NaN,NaN,2/17/2011 19:40,5/9/2011 9:05,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2011
3236,2011018,Wildlife Computers,Mk10,07A0351,34078,1,NA,Wildlife Computers,Mk9,490858,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,Little Leonardo,Stroke,NA,NA,5,NA,0.5,4,1.2,5,NaN,NaN,2/20/2011 2:29,5/4/2011 12:16,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PB,2005,Adult,F,N,NA,N/A,2011
T35,2011019,Wildlife Computers,Mk10,07A0350,34077,1,NA,Wildlife Computers,Mk9,990461,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,Little Leonardo,Stroke,NA,NA,1,NA,0.5,4,1.1,5,1.2,5,2/23/2011 5:00,5/9/2011 18:28,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,NA,N/A,2011
1015,2011020,Wildlife Computers,Mk10,09A0805,98228,1,NA,Wildlife Computers,Mk10,09A0805,NA,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,Little Leonardo,Stroke,NA,NA,1,NA,0.5,4,1.1,5,1.2,5,2/23/2011 15:15,5/8/2011 13:31,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2011
1885,2011021,Wildlife Computers,Mk10,07A0485,34090,2,NA,Wildlife Computers,Mk10,07A0485,NA,1,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,3/7/2011 6:00,5/25/2011 13:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2011
1733,2011022,Wildlife Computers,SPOT,05S1065,62042,1,NA,Wildlife Computers,Mk9,490879,Back,5,Only one day of data,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,3/10/2011 8:55,5/13/2011 10:52,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2011
T169,2011024,Wildlife Computers,SPOT,09S1128,98231,1,NA,Wildlife Computers,Mk9,490854,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/28/2011 15:15,1/5/2012 19:20,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2011
1326,2011025,Wildlife Computers,SPOT,06S1032,93036,1,NA,Wildlife Computers,Mk9,890428,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/31/2011 20:00,1/10/2012 17:20,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,NA,Y,2011
T143,2011026,Wildlife Computers,SPOT,10S0784,101167,2,NA,Wildlife Computers,Mk9,1090167,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,5/19/2011 17:00,7/29/2011 22:26,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2005,Adult,F,N,NA,N/A,2011
3166,2011027,Wildlife Computers,SPOT,09S1127,98230,2,NA,Wildlife Computers,Mk9,990463,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,5/23/2011 16:30,12/1/2011 18:01,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2006,Adult,F,N,NA,N/A,2011
RY955,2011028,Wildlife Computers,SPOT,10S0786,101169,1,messy locations,Wildlife Computers,Mk9,1090230,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,5/22/2011 17:20,11/5/2011 21:47,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,NaN,Adult,F,N,NA,N/A,2011
3421,2011029,Wildlife Computers,SPOT,09S1054,34230,2,NA,Wildlife Computers,Mk9,890431,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/6/2011 14:08,12/16/2011 18:57,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2006,Adult,F,N,NA,N/A,2011
3874,2011030,Wildlife Computers,SPOT,08S1031,93035,1,NA,Wildlife Computers,Mk9,990434,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/25/2011 6:00,1/8/2012 11:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2006,Adult,F,N,NA,Y,2011
