FieldID,TOPPID,PTTID,AnimalID,DepartDate,DepartDateMethod,EndTripDate,EndTripDateMethod,ArriveDate,ArriveDateMethod,DepartLat,DepartLon,ArriveLat,ArriveLon,DepartLoc,ArriveLoc,Season,BirthYear,AgeClass,Sex,Manipulation,ManipulationType,Comments,
U604,2012008,34252,NESE0549ANNU,02/05/2012 02:35:00,TDR,03/26/2012 10:35:00,TDR,03/26/2012 10:35:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
U605,2012009,113026,NESE0550ANNU,02/06/2012 21:30:00,TDR,04/15/2012 22:57:00,TDR,04/15/2012 22:57:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
2024,2012010,34259,NESE0551ANNU,02/09/2012 02:45:00,TDR,04/30/2012 23:32:00,TDR,04/30/2012 23:32:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
U444,2012011,34076,NESE0552ANNU,02/12/2012 18:05:00,TDR,04/20/2012 12:21:00,TDR,04/20/2012 12:21:00,TDR,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2007,Adult,F,N,,,
U627,2012012,113027,NESE0553ANNU,02/11/2012 01:43:00,TDR,05/07/2012 10:58:00,TDR,05/07/2012 10:58:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
WX467,2012013,115465,NESE0554ANNU,02/15/2012 22:18:00,TDR,05/18/2012 17:11:00,TDR,05/18/2012 17:11:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,,,
U239,2012014,101166,NESE0555ANNU,02/20/2012 06:18:00,TDR,04/30/2012 06:48:00,TDR,04/30/2012 06:48:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
U155,2012015,34090,NESE0556ANNU,02/16/2012 05:22:00,TDR,04/14/2012 22:07:00,TDR,04/14/2012 22:07:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,,,
U849,2012016,115466,NESE0557ANNU,02/23/2012 08:53:00,TDR,05/25/2012 04:10:00,TDR,05/25/2012 04:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
U 20,2012017,34078,NESE0558ANNU,02/20/2012 06:20:00,TDR,05/10/2012 22:53:00,TDR,05/10/2012 22:53:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,,,
U142,2012018,34077,NESE0559ANNU,02/21/2012 20:34:00,TDR,04/23/2012 10:59:00,TDR,04/23/2012 10:59:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,,,
U756,2012019,98226,NESE0560ANNU,02/20/2012 05:54:00,TDR,05/01/2012 23:53:00,TDR,05/01/2012 23:53:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
T693,2012020,34082,NESE0561ANNU,02/28/2012 02:45:00,TDR,05/11/2012 08:41:00,TDR,05/11/2012 08:41:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,,,
WX311,2012032,37597,NESE0573ANNU,05/16/2012 05:00:00,TDR,12/28/2012 18:50:00,TDR,12/28/2012 18:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,,,
T 42,2012033,113024,NESE0574ANNU,05/16/2012 19:48:00,TDR,01/02/2013 20:52:00,TDR,01/02/2013 20:52:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
U848,2012034,98231,NESE0575ANNU,05/19/2012 14:28:00,TDR,12/31/2012 12:00:00,PTT,12/31/2012 12:00:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,TDR failed toward end of trip,
3243,2012035,34252,NESE0576ANNU,06/06/2012 22:25:00,TDR,01/21/2013 04:40:00,TDR,01/21/2013 04:40:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
3412,2012036,113025,NESE0577ANNU,05/26/2012 00:00:00,PTT,11/21/2012 13:55:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2006,Adult,F,N,,not recovered,
U754,2012037,101168,NESE0578ANNU,06/04/2012 02:45:00,TDR,01/11/2013 02:00:00,TDR,01/11/2013 02:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
U203,2012038,93035,NESE0579ANNU,06/03/2012 05:45:00,TDR,01/13/2013 12:30:00,TDR,01/13/2013 12:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
X106,2012039,101165,NESE0580ANNU,06/05/2012 19:15:00,TDR,01/21/2013 18:15:00,PTT,01/21/2013 18:15:00,PTT,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,2008,Adult,F,N,,TDR failed halfway through,
WV422,2012040,93036,NESE0581ANNU,06/10/2012 10:15:00,PTT,10/12/2012 07:58:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2007,Adult,F,N,,not recovered,
U458,2012041,93049,NESE0582ANNU,05/30/2012 02:30:00,TDR,01/07/2013 03:15:00,TDR,01/07/2013 03:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
U232,2012042,101163,NESE0583ANNU,05/27/2012 05:28:00,PTT,12/04/2012 18:35:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2008,Adult,F,N,,not recovered,
S126,2012043,101164,NESE0584ANNU,06/12/2012 02:05:00,TDR,01/19/2013 20:05:00,TDR,01/19/2013 20:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,,,
U888,2012044,34253,NESE0585ANNU,06/06/2012 05:40:00,TDR,01/15/2013 03:05:00,TDR,01/15/2013 03:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
U 24,2012045,101170,NESE0586ANNU,06/07/2012 08:30:00,TDR,01/14/2013 10:17:00,TDR,01/14/2013 10:17:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2008,Adult,F,N,,,
PF441,2012046,59114,NESE0587ANNU,06/12/2012 16:38:00,PTT,12/08/2012 17:04:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,,Adult,F,N,,not recovered,
WX540,2012047,59113,NESE0588ANNU,06/03/2012 08:10:00,TDR,01/12/2013 10:52:00,TDR,01/12/2013 10:52:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,,,
U274,2012048,56473,NESE0589ANNU,06/04/2012 04:24:00,TDR,01/15/2013 23:10:00,TDR,01/15/2013 23:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
U398,2012049,120077,NESE0590ANNU,06/16/2012 04:45:00,TDR,01/27/2013 21:50:00,TDR,01/27/2013 21:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
Y1074,2012050,120079,NESE0591ANNU,06/10/2012 10:20:00,TDR,01/18/2013 21:20:00,TDR,01/18/2013 21:20:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,,Adult,F,N,,,
X262,2012051,120078,NESE0592ANNU,06/17/2012 15:00:00,TDR,11/24/2012 14:05:00,TDR,11/24/2012 14:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2008,Adult,F,N,,,
3224,2012052,115465,NESE0593ANNU,06/09/2012 18:25:00,PTT,01/26/2013 00:00:00,VIS,01/26/2013 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,Tag stopped transmitted 06-Jan-2013,
2370,2012053,115466,NESE0594ANNU,06/18/2012 14:20:00,PTT,01/27/2013 00:00:00,PTT,01/27/2013 00:00:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,,Adult,F,N,,tag failed,
U 17,2013002,59107,NESE0601ANNU,01/23/2013 00:00:00,PTT,02/28/2013 06:45:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2008,Adult,F,N,,not recovered,
U604,2013003,120639,NESE0602ANNU,01/26/2013 00:00:00,PTT,04/01/2013 21:30:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2007,Adult,F,N,,not recovered,
S105,2013004,120605,NESE0603ANNU,02/05/2013 03:45:00,PTT,02/09/2013 11:00:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2000,Adult,F,N,,not recovered,
U848,2013005,98231,NESE0604ANNU,01/30/2013 21:05:00,TDR,04/21/2013 19:41:00,TDR,04/21/2013 19:41:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
1317,2013006,98226,NESE0605ANNU,02/01/2013 18:30:00,TDR,04/06/2013 07:15:00,TDR,04/06/2013 07:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
U458,2013007,93049,NESE0606ANNU,02/03/2013 21:24:00,PTT,03/25/2013 04:54:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2007,Adult,F,N,,not recovered,
X334,2013008,34259,NESE0607ANNU,02/04/2013 19:06:00,TDR,04/13/2013 10:17:00,TDR,04/13/2013 10:17:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,,,
T379,2013009,120078,NESE0608ANNU,02/07/2013 08:50:00,TDR,04/22/2013 11:30:00,TDR,04/22/2013 11:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,,,
O18129,2013010,93035,NESE0609ANNU,02/08/2013 02:55:00,TDR,04/25/2013 14:10:00,TDR,04/25/2013 14:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,,,
U256,2013011,101170,NESE0610ANNU,02/08/2013 19:13:00,TDR,04/12/2013 08:40:00,TDR,04/12/2013 08:40:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
T382,2013013,56473,NESE0612ANNU,02/14/2013 19:30:00,PTT,03/30/2013 17:52:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2005,Adult,F,N,,not recovered,
U754,2013014,101168,NESE0613ANNU,02/13/2013 00:37:00,PTT,04/20/2013 06:26:00,TDR,04/20/2013 06:26:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,TDR missed first couple of dives? not a big deal,
X387,2013015,101166,NESE0614ANNU,02/11/2013 13:06:00,TDR,04/27/2013 12:35:00,TDR,04/27/2013 12:35:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,,Adult,F,N,,,
4534,2013016,37597,NESE0615ANNU,02/14/2013 19:30:00,TDR,04/30/2013 20:10:00,TDR,04/30/2013 20:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
2161,2013017,62036,NESE0616ANNU,02/20/2013 15:15:00,TDR,04/07/2013 16:50:00,TDR,04/07/2013 16:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
X349,2013018,93053,NESE0617ANNU,02/14/2013 21:45:00,TDR,05/06/2013 07:25:00,TDR,05/06/2013 07:25:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,,,
S126,2013019,101164,NESE0618ANNU,02/21/2013 22:25:00,TDR,05/02/2013 11:22:00,TDR,05/02/2013 11:22:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,,,
T911,2013020,120603,NESE0619ANNU,02/22/2013 10:10:00,PTT,03/15/2013 11:20:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2006,Adult,F,N,,not recovered,
VX518,2013021,101165,NESE0620ANNU,02/20/2013 12:40:00,TDR,05/12/2013 07:25:00,TDR,05/12/2013 07:25:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
U481,2013022,120604,NESE0621ANNU,02/22/2013 18:30:00,TDR,05/14/2013 18:02:00,TDR,05/14/2013 18:02:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
1733,2013023,120658,NESE0622ANNU,03/02/2013 19:00:00,TDR,06/07/2013 07:20:00,VIS,06/07/2013 07:20:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,Christoph Guinet fluorometer tag (exploded shortly after deployment).  Seal returned.,
1317,2013026,113024,NESE0625ANNU,05/19/2013 11:22:00,PTT,12/26/2013 21:21:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2003,Adult,F,N,,not recovered,
U256,2013027,34078,NESE0626ANNU,05/29/2013 12:29:00,TDR,01/15/2014 01:25:00,TDR,01/15/2014 01:25:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
9701,2013029,34253,NESE0628ANNU,05/28/2013 19:00:00,TDR,01/02/2014 22:00:00,TDR,01/02/2014 22:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
3190,2013030,128636,NESE0629ANNU,05/29/2013 07:38:00,TDR,01/09/2014 02:03:00,TDR,01/09/2014 02:03:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
9706,2013031,128118,NESE0630ANNU,06/04/2013 03:30:00,TDR,01/17/2014 05:35:00,TDR,01/17/2014 05:35:00,TDR,37.116396,-122.330756,34.02,-120.3289948,ANNU,SAMI,PM,NaN,Adult,F,N,,Seal returned to San Miguel Island!,
U848,2013032,113027,NESE0631ANNU,06/05/2013 14:25:00,TDR,01/07/2014 14:28:00,TDR,01/07/2014 14:28:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
9710,2013033,34252,NESE0632ANNU,06/04/2013 01:07:00,TDR,01/12/2014 12:10:00,TDR,01/12/2014 12:10:00,TDR,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,NaN,Adult,F,N,,,
9550,2013034,34071,NESE0633ANNU,06/09/2013 03:10:00,TDR,01/22/2014 06:40:00,TDR,01/22/2014 06:40:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
9703,2013035,34082,NESE0634ANNU,06/02/2013 04:50:00,TDR,10/14/2013 10:15:00,TDR,10/14/2013 10:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,Seal returned early and instruments were left on seal for a second trip,
9714,2013036,34084,NESE0635ANNU,06/01/2013 22:30:00,TDR,01/02/2014 22:00:00,TDR,01/02/2014 22:00:00,TDR,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,NaN,Adult,F,N,,,
9709,2013037,34076,NESE0636ANNU,06/08/2013 03:05:00,TDR,01/20/2014 20:00:00,TDR,01/20/2014 20:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
9718,2013038,120079,NESE0637ANNU,06/07/2013 21:01:00,TDR,01/15/2014 20:52:00,TDR,01/15/2014 20:52:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
9720,2013039,98231,NESE0638ANNU,06/09/2013 03:49:00,TDR,01/21/2014 14:54:00,TDR,01/21/2014 14:54:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,Seal carried PTT on back and GPS-only tag on head,
18129,2013040,98226,NESE0639ANNU,06/13/2013 00:00:00,PTT,08/15/2013 04:31:00,PTT,08/15/2013 04:31:00,PTT,37.116396,-122.330756,,,ANNU,,PM,NaN,Adult,F,N,,not recovered,
4534,2013041,34259,NESE0640ANNU,06/12/2013 09:19:00,TDR,01/26/2014 17:05:00,TDR,01/26/2014 17:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,,
4606,2013042,101166,NESE0641ANNU,06/09/2013 02:48:00,PTT,01/04/2014 15:23:00,PTT,01/04/2014 15:23:00,PTT,37.116396,-122.330756,,,ANNU,,PM,NaN,Adult,F,N,,not recovered,
X387,2013043,35663,NESE0642ANNU,06/10/2013 04:30:00,TDR,01/15/2014 13:17:00,TDR,01/15/2014 13:17:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
X349,2013044,34081,NESE0643ANNU,06/10/2013 22:11:00,PTT,07/07/2013 05:28:00,PTT,07/07/2013 05:28:00,PTT,37.116396,-122.330756,,,ANNU,,PM,2008,Adult,F,N,,not recovered,
T220,2013045,101170,NESE0644ANNU,06/22/2013 02:06:00,TDR,01/20/2014 04:06:00,TDR,01/20/2014 04:06:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
U481,2013046,120077,NESE0645ANNU,06/25/2013 01:49:00,PTT,10/23/2013 11:31:00,PTT,10/23/2013 11:31:00,PTT,37.116396,-122.330756,,,ANNU,,PM,2007,Adult,F,N,,PTT only obtained position for distal part of trip.  Seal presumably died at sea,
9704,2013047,34079,NESE0646ANNU,05/31/2013 17:18:00,TDR,01/03/2014 20:20:00,TDR,01/03/2014 20:20:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
9703,2013048,34082,NESE0647ANNU,10/27/2013 00:07:00,TDR,01/30/2014 19:30:00,TDR,01/30/2014 19:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,Trip started in October (continuation of a post-molt migration) seal was not observed with a pup,
U776,2014001,133774,NESE0647ANNU,02/02/2014 17:51:00,TDR,04/21/2014 03:54:00,TDR,04/21/2014 03:54:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
T502,2014002,133779,NESE0648ANNU,01/28/2014 00:00:00,PTT,03/08/2014 05:18:00,PTT,03/08/2014 05:18:00,PTT,37.116396,-122.330756,,,ANNU,,PB,NaN,Adult,F,N,,not recovered,
O7273,2014003,133772,NESE0649ANNU,02/01/2014 05:55:00,TDR,04/20/2014 05:51:00,TDR,04/20/2014 05:51:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
U830,2014004,133778,NESE0650ANNU,01/28/2014 23:27:00,TDR,04/02/2014 21:55:00,TDR,04/02/2014 21:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,don't have raw data
PF949,2014005,133782,NESE0651ANNU,01/31/2014 05:50:00,TDR,04/26/2014 01:47:00,TDR,04/26/2014 01:47:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
2445,2014006,133781,NESE0652ANNU,02/02/2014 19:30:00,PTT,04/21/2014 00:00:00,VIS,04/21/2014 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,,SMRU tag cracked and failed.  Seal was recaptured upon return.,
X696,2014007,133773,NESE0653ANNU,02/03/2014 20:21:00,TDR,04/14/2014 10:12:00,TDR,04/14/2014 10:12:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
PG 25,2014008,133780,NESE0654ANNU,02/09/2014 01:23:00,TDR,04/28/2014 22:33:00,TDR,04/28/2014 22:33:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
3942,2014009,133775,NESE0655ANNU,02/11/2014 11:19:00,TDR,05/04/2014 22:07:00,TDR,05/04/2014 22:07:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
X484,2014010,62036,NESE0656ANNU,02/08/2014 00:46:00,TDR,04/18/2014 23:30:00,TDR,04/18/2014 23:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
U842,2014011,101168,NESE0657ANNU,02/11/2014 11:36:00,TDR,04/30/2014 01:45:00,TDR,04/30/2014 01:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
3960,2014012,133777,NESE0658ANNU,02/13/2014 14:19:00,TDR,04/24/2014 04:32:00,TDR,04/24/2014 04:32:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,,,
VX372,2014013,101165,NESE0659ANNU,02/14/2014 07:00:00,TDR,05/07/2014 21:15:00,TDR,05/07/2014 21:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
X780,2014014,93035,NESE0660ANNU,02/12/2014 00:30:00,PTT,04/18/2014 09:36:00,PTT,04/18/2014 09:36:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
X823,2014015,101164,NESE0661ANNU,02/16/2014 18:55:00,TDR,04/20/2014 16:43:00,TDR,04/20/2014 16:43:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
X822,2014016,133771,NESE0662ANNU,02/13/2014 22:43:00,TDR,05/29/2014 14:45:00,TDR,05/29/2014 14:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
X797,2014017,133776,NESE0663ANNU,02/12/2014 19:59:00,TDR,05/02/2014 22:04:00,TDR,05/02/2014 22:04:00,TDR,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PB,2009,Adult,F,N,,,don't have raw data
U448,2014018,93053,NESE0664ANNU,02/15/2014 18:10:00,TDR,05/03/2014 13:23:00,TDR,05/03/2014 13:23:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
4551,2014019,120078,NESE0665ANNU,02/18/2014 22:10:00,TDR,04/29/2014 02:32:00,TDR,04/29/2014 02:32:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
4587,2014020,120604,NESE0666ANNU,02/16/2014 20:50:00,TDR,05/04/2014 06:30:00,TDR,05/04/2014 06:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
4078,2014021,139053,NESE0651ANNU,06/09/2014 00:50:00,TDR,03/27/2015 07:30:00,TDR,03/27/2015 07:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
3243,2014022,101170,NESE0652ANNU,06/04/2014 02:30:00,TDR,03/20/2015 06:15:00,TDR,03/20/2015 06:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
T167,2014023,133774,NESE0653ANNU,05/27/2014 00:45:00,TDR,01/05/2015 00:00:00,VIS/PTT,01/05/2015 00:00:00,VIS/PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,Weird SMRU tag: strangely shallow dives???,
4259,2014024,133773,NESE0666ANNU,06/02/2014 20:45:00,TDR,01/22/2015 00:00:00,VIS,01/22/2015 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,SMRU tag failed in early january,
T379,2014025,133775,NESE0655ANNU,06/09/2014 12:48:00,PTT,08/08/2014 04:19:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2005,Adult,F,N,,not recovered,
3190,2014026,133777,NESE0657ANNU,06/06/2014 23:00:00,TDR,01/13/2015 00:00:00,VIS,01/13/2015 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,"This is seal 3190, but is the same as 2014041; SMRU tag failed in late december",
U186,2014027,133778,NESE0658ANNU,06/05/2014 00:05:00,TDR,01/20/2015 00:00:00,VIS,01/20/2015 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2008,Adult,F,N,,SMRU tag failed in mid January,
T740,2014028,133771,NESE0659ANNU,06/07/2014 20:30:00,TDR,01/10/2015 00:00:00,VIS,01/10/2015 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,SMRU tag failed,
6195,2014029,133772,NESE0660ANNU,06/15/2014 14:02:00,PTT,08/24/2014 03:08:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,NaN,Adult,F,N,,not recovered,
9720,2014030,133780,NESE0689ANNU,06/11/2014 03:25:00,TDR,10/15/2014 16:45:00,TDR,10/15/2014 16:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,very short trip; tag was left on seal for a second deployment (different toppid),
4534,2014031,139051,NESE0688ANNU,06/22/2014 05:45:00,TDR,01/21/2015 02:50:00,TDR,01/21/2015 02:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,,
U 24,2014032,139052,NESE0687ANNU,06/13/2014 04:28:00,PTT,07/05/2014 14:32:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2008,Adult,F,N,,not recovered,
T220,2014033,139050,NESE0686ANNU,06/24/2014 21:00:00,TDR,01/22/2015 14:15:00,TDR,01/22/2015 14:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
3373,2014034,101164,NESE0661ANNU,06/17/2014 18:15:00,TDR,01/26/2015 00:00:00,VIS,01/26/2015 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,TDR failed in November,
9550,2014035,137446,NESE0685ANNU,06/15/2014 23:42:00,PTT,07/19/2014 15:13:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,NaN,Adult,F,N,,not recovered,
9507,2014036,137447,NESE0662ANNU,06/23/2014 07:30:00,TDR,01/26/2015 00:00:00,VIS,01/26/2015 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,TDR failed in early October,
X367,2014037,128636,NESE0664ANNU,06/12/2014 06:33:00,PTT,01/15/2015 22:51:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2008,Adult,F,N,,not recovered,
